Detected,Issue,Related to Tensor,Version,Buggy API,Category,Impact,Log Rule,Log Message,Category.1,Trigger Mechanism,Description,Need More Inspection(0/1),Reason not agree,Unnamed: 14,Time,Related,CUDA
,https://github.com/tensorflow/tensorflow/issues/59702,yes,2.13.0,tf.cast,Logical,Inconsistent results,Inconsistent results,Inconsistent results,API Input Context,Negative Input Tensor,,,,,2023-02-15T20:59:06Z,,
,https://github.com/tensorflow/tensorflow/issues/59215,yes,2.11.0,tf.debugging.enable_check_numerics,Logical,InvalidArgumentError,Graph execution error,InvalidArgumentError: Graph execution error:,Test Case Context,Modeling Complex Tensor Operations and Layer Interactions,,,,,2023-01-10T14:12:55Z,,
FreeFuzz,https://github.com/tensorflow/tensorflow/issues/57935,no,2.11.0,tf.experimental.numpy.remainder,Vulnerability,InvalidArgumentError,Integer division by zero,InvalidArgumentError: {{function_node __wrapped__FloorDiv_device_/job:localhost/replica:0/task:0/device:CPU:0}} Integer division by zero [Op:FloorDiv],API Input Context,Zero Integer Argument,,,,,2022-10-01T21:59:46Z,,
,https://github.com/tensorflow/tensorflow/issues/57935,no,2.11.0,tf.experimental.numpy.floor_divide,Vulnerability,InvalidArgumentError,Integer division by zero,InvalidArgumentError: {{function_node __wrapped__FloorDiv_device_/job:localhost/replica:0/task:0/device:CPU:0}} Integer division by zero [Op:FloorDiv],API Input Context,Zero Integer Argument,,,,,2022-10-01T21:59:46Z,,
,https://github.com/tensorflow/tensorflow/issues/57838,yes,2.11.0,tf.keras.layers.Conv2D,Logical,InvalidArgumentError,Trying to access resource,InvalidArgumentError: Trying to access resource Resource-2-at-0x234d2850 located in device /job:localhost/replica:0/task:0/device:CPU:0 from device /job:localhost/replica:0/task:0/device:GPU:0 [Op:__inference___call___77],Test Case Context,Modeling Complex Tensor Operations and Layer Interactions,,,,,2022-09-26T03:32:38Z,,
,https://github.com/tensorflow/tensorflow/issues/57748,yes,2.11.0,tf.keras.layers.Conv2D,Logical,Others,CUDNN_STATUS_NOT_SUPPORTED,tensorflow.python.framework.errors_impl.UnknownError: CUDNN_STATUS_NOT_SUPPORTED,Test Case Context,Modeling Complex Tensor Operations and Layer Interactions,,,,,2022-09-19T11:24:41Z,,
,https://github.com/tensorflow/tensorflow/issues/57744,yes,2.11.0,tf.math.log,Logical,Inconsistent results,Inconsistent results,Inconsistent results,Test Case Context,Modeling Complex Tensor Operations and Layer Interactions,,,,,2022-09-19T09:15:05Z,,
,https://github.com/tensorflow/tensorflow/issues/57664,yes,2.11.0,tf.keras.layers.Conv2D,Logical,ValueError,Exception encountered,"
    ValueError: Exception encountered when calling layer ""conv2d"" ""                 f""(type Conv2D).
    
    Negative dimension size caused by subtracting 2 from 1 for '{{node conv2d/Conv2D}} = Conv2D[T=DT_FLOAT, data_format=""NHWC"", dilations=[1, 1, 1, 1], explicit_paddings=[], padding=""VALID"", strides=[1, 1, 1, 1], use_cudnn_on_gpu=true](x, conv2d/Conv2D/ReadVariableOp)' with input shapes: [2,1,2,2], [2,2,2,1].
    
    Call arguments received by layer ""conv2d"" ""                 f""(type Conv2D):
      • inputs=tf.Tensor(shape=(2, 1, 2, 2), dtype=float32)",Test Case Context,Modeling Complex Tensor Operations and Layer Interactions,,,,,2022-09-11T09:08:08Z,,
,https://github.com/tensorflow/tensorflow/commit/c5c0d33a365df5d8a81d920a9aeb0c390b67ee35,no,2.11.0,tf.image.convert_image_dtype,Logical,Inconsistent results,Inconsistent results,Inconsistent results,API Input Context,Supporting Specific Data Types,,,,,2023,,
FuzzGPT,https://github.com/tensorflow/tensorflow/commit/bdf0934be81260b2e85aab9cba09bb77430f321c,yes,2.11.0,tf.custom_gradient,Logical,RuntimeError,is not supported when eager execution,Runtime Error:tf.gradients is not supported when eager execution is enabled. Use tf.GradientTape instead.,API Input Context,Modeling Specific Inputs,,,,,2022,,
,https://github.com/tensorflow/tensorflow/commit/bd4d5583ff9c8df26d47a23e508208844297310e,yes,2.11.0,tf.ragged.constant,Vulnerability,Check failed,Aborted (core dumped),Others,API Input Context,Large Integer Argument,,,,,2022,,
