Detected,Issue,Related to Tensor,Buggy API,Time,Version,CUDA,Category,Impact,Log Rule,Log Message,Category.1,Trigger Mechanism,Within Scope,Need More Inspection,Reason not agree,Unnamed: 16
,https://github.com/pytorch/pytorch/issues/116175,yes,torch.nn.TransformerEncoderLayer,2023-12-20T07:04:00Z,2.0.0,,Performance bug,Performance bug,Slow Execution,Slow Execution,Test Case Context,Oracle for Performance Bug Detection,,,,
,https://github.com/pytorch/pytorch/issues/115416,yes,torch.nn.functional.embedding,2023-12-08T12:22:02Z,2.1.0,,Vulnerability,Segmentation fault,Segmentation fault,Segmentation fault (core dumped),API Input Context,Large Input Tensor,,,,
,https://github.com/pytorch/pytorch/issues/114943,yes,torch.einsum,2023-12-01T10:24:55Z,2.1.0,,Performance bug,Performance bug,Tried to allocate,OutOfMemoryError,API Input Context,Modeling Specific Inputs,,,,
,https://github.com/pytorch/pytorch/issues/114672,yes,torch.fft.ifft,2023-11-28T07:52:42Z,2.1.0,,Logical,RuntimeError,Invalid number of data points,RuntimeError: Invalid number of data points (0) specified,API Input Context,Empty Input Tensor,,,,
,https://github.com/pytorch/pytorch/issues/114650,no,torch.Tensor.conj,2023-11-28T00:35:47Z,2.1.0,,Logical,RuntimeError,INTERNAL ASSERT FAILED,"RuntimeError: !this_view_meta->has_fw_view() INTERNAL ASSERT FAILED at ""../torch/csrc/autograd/autograd_meta.cpp"":256, please report a bug to PyTorch. Expected the output of forward differentiable view operations to have the tangent have the same layout as primal",API Input Context,Modeling Specific Inputs,,,,
,https://github.com/pytorch/pytorch/issues/114090,yes,torch.nn.Conv2d,2023-11-20T02:26:16Z,2.0.1,,Logical,RuntimeError,NestedTensorImpl doesn't support sizes,RuntimeError: Internal error: NestedTensorImpl doesn't support sizes. Please file an issue on https://github.com/pytorch/nestedtensor,API Input Context,Modeling Specific Inputs,,,,
,https://github.com/pytorch/pytorch/issues/110356,yes,torch.nn.Dropout,2023-10-01T13:37:59Z,2.0.1,,Logical,Inconsistent results,Inconsistent results,Inconsistent results,API Input Context,Modeling Specific Inputs,,,,
,https://github.com/pytorch/pytorch/issues/110356,yes,torch.nn.functional.dropout,2023-10-01T13:37:59Z,2.0.1,,Logical,Inconsistent results,Inconsistent results,Inconsistent results,API Input Context,Modeling Specific Inputs,,,,
,https://github.com/pytorch/pytorch/issues/108496,yes,torch.Tensor.cummax,2023-09-03T17:42:17Z,2.0.1,,Performance bug,Performance bug,Slow Execution,Slow Execution,API Input Context,Modeling Specific Inputs,,,,
,https://github.com/pytorch/pytorch/issues/108152,no,torch.Tensor.uniform_,2023-08-29T14:43:21Z,2.0.1,,Logical,Others,Breaks,Breaks,API Input Context,Modeling Specific Inputs,,,,
,https://github.com/pytorch/pytorch/issues/107514,yes,torch.nn.Conv2d,2023-08-19T15:01:32Z,2.0.1,,Logical,Inconsistent results,Inconsistent results,Inconsistent results,API Input Context,Modeling Specific Inputs,,,,
,https://github.com/pytorch/pytorch/issues/106251,yes,torch.nn.MultiMarginLoss,2023-07-29T06:31:31Z,2.1.0,,Logical,Inconsistent results,Inconsistent results,Inconsistent results,API Input Context,Modeling Specific Inputs,,,,
,https://github.com/pytorch/pytorch/issues/104867,yes,torch.fft.rfftn,2023-07-10T12:19:05Z,2.0.1,,Logical,Inconsistent results,Inconsistent results,Inconsistent results,API Input Context,Modeling Specific Inputs,,,,
,https://github.com/pytorch/pytorch/issues/103161,yes,torch.nn.LSTM,2023-06-07T17:18:19Z,2.0.0,,Logical,RuntimeError,Cannot access data pointer,RuntimeError: Cannot access data pointer of Tensor that doesn't have storage,Test Case Context,Modeling Complex Tensor Operations and Layer Interactions,,,,
,https://github.com/pytorch/pytorch/issues/102948,yes,torch.Tensor.cumprod,2023-06-05T03:16:15Z,2.0.1,,Logical,Unsupported Error,Exporting the operator,torch.onnx.errors.UnsupportedOperatorError: Exporting the operator 'aten::cumprod' to ONNX opset version 14 is not supported.,Test Case Context,Modeling Multiple API Usage Pattern,,,,
,https://github.com/pytorch/pytorch/issues/102085,yes,torch.nn.BatchNorm2d,2023-05-23T13:50:21Z,2.0.0,,Logical,Others,symbolically traced variables,TraceError: symbolically traced variables cannot be used as inputs to control flow,Test Case Context,Modeling Multiple API Usage Pattern,,,,
,https://github.com/pytorch/pytorch/issues/99149,yes,torch.nn.Conv2d,2023-04-14T13:59:29Z,2.0.0,,Logical,Inconsistent results,Inconsistent results,Inconsistent results,Test Case Context,Modeling Complex Tensor Operations and Layer Interactions,,,,
,https://github.com/pytorch/pytorch/issues/99149,yes,torch.nn.Conv1d,2023-04-14T13:59:29Z,2.0.0,,Logical,Inconsistent results,Inconsistent results,Inconsistent results,Test Case Context,Modeling Complex Tensor Operations and Layer Interactions,,,,
,https://github.com/pytorch/pytorch/issues/99149,yes,torch.nn.Conv3d,2023-04-14T13:59:29Z,2.0.0,,Logical,Inconsistent results,Inconsistent results,Inconsistent results,Test Case Context,Modeling Complex Tensor Operations and Layer Interactions,,,,
,https://github.com/pytorch/pytorch/issues/98939,no,torch.Tensor.dist,2023-04-12T15:19:18Z,2.0.0,,Logical,Inconsistent results,Inconsistent results,Inconsistent results,API Input Context,Negative Integer Argument,,,,
,https://github.com/pytorch/pytorch/issues/97913,no,torch.stack,2023-03-29T21:40:31Z,2.0.0,,Logical,ValueError,Cannot determine scalar type,"torch.onnx.errors.SymbolicValueError: Cannot determine scalar type for this '<class 'torch.TensorType'>' instance and a default value was not provided.  [Caused by the value '21 defined in (%21 : Tensor = onnx::Sub(%input, %20), scope: __main__.Example::/torch.nn.modules.normalization.LayerNorm::layer_norm",Test Case Context,Modeling Multiple API Usage Pattern,,,,
,https://github.com/pytorch/pytorch/issues/97623,yes,torch.nn.GroupNorm,2023-03-26T08:17:50Z,2.0.0,,Logical,TypeError,unsupported operand,TypeError: unsupported operand type(s) for divmod(): 'SymInt' and 'int',Test Case Context,Modeling Multiple API Usage Pattern,,,,
,https://github.com/pytorch/pytorch/issues/97086,yes,torch.Tensor.index_select,2023-03-18T10:53:40Z,2.1.0,,Vulnerability,Floating point exception,Floating point exception,Floating point exception (core dumped),API Input Context,Empty Input Tensor,,,,
,https://github.com/pytorch/pytorch/issues/96789,yes,torch.Tensor.cumprod,2023-03-15T00:30:22Z,2.0.0,,Logical,RuntimeError,INTERNAL ASSERT FAILED,RuntimeError: t == DeviceType::CUDA INTERNAL ASSERT FAILED,API Input Context,Modeling Specific Devices,,,,
,https://github.com/pytorch/pytorch/issues/96275,yes,torch.Tensor.pinverse,2023-03-08T05:59:47Z,2.1.0,,Vulnerability,Segmentation fault,Segmentation fault,Segmentation fault (core dumped),API Input Context,Large Input Tensor,,,,
,https://github.com/pytorch/pytorch/issues/94704,yes,torch.where,2023-02-12T16:32:30Z,2.0.0,,Logical,RuntimeError,INTERNAL ASSERT FAILED,RuntimeError: !needs_dynamic_casting<func_t>::check(iter) INTERNAL ASSERT FAILED ,API Input Context,Modeling Specific Inputs,,,,
,https://github.com/pytorch/pytorch/issues/94669,yes,torch.Tensor.svd,2023-02-11T08:51:26Z,2.0.0,,Vulnerability,Segmentation fault,Segmentation fault,Segmentation fault (core dumped),API Input Context,Large Input Tensor,,,,
,https://github.com/pytorch/pytorch/issues/94208,yes,torch.zeros_like,2023-02-06T19:30:11Z,2.0.0,,Logical,RuntimeError,output with shape,"RuntimeError: output with shape [1, 3, 3] doesn't match the broadcast shape [9, 3, 3]",API Input Context,Modeling Specific Inputs,,,,
,https://github.com/pytorch/pytorch/issues/94115,yes,torch.cat,2023-02-04T01:58:14Z,2.0.0,,Logical,RuntimeError,Tensors must have same number of dimensions,RuntimeError: Tensors must have same number of dimensions: got 5 and 2,API Input Context,Empty Input Tensor,,,,
,https://github.com/pytorch/pytorch/issues/94111,yes,torch.svd,2023-02-04T01:32:54Z,2.0.0,,Logical,RuntimeError,INTERNAL ASSERT FAILED,"RuntimeError: !this_view_meta->has_fw_view() INTERNAL ASSERT FAILED at ""/opt/conda/conda-bld/pytorch_1672906354936/work/torch/csrc/autograd/autograd_meta.cpp"":256, please report a bug to PyTorch.  Expected the output of forward differentiable view operations to have the tangent have the same layout as primal",API Input Context,Modeling Specific Inputs,,,,
,https://github.com/pytorch/pytorch/issues/94085,yes,torch.Tensor.unfold,2023-02-03T22:57:22Z,2.0.0,,Logical,IndexError,Dimension out of range,"IndexError: Dimension out of range (expected to be in range of [-1, 0], but got 1)",API Input Context,Modeling Specific Inputs,,,,
,https://github.com/pytorch/pytorch/issues/92594,yes,torch.Tensor.addcmul_,2023-01-18T23:25:40Z,2.0.0,,Logical,RuntimeError,INTERNAL ASSERT FAILED,"RuntimeError: !needs_dynamic_casting<func_t>::check(iter) INTERNAL ASSERT FAILED at ""/opt/conda/conda-bld/pytorch_1672906354936/work/aten/src/ATen/native/cpu/Loops.h"":347, please report a bug to PyTorch. ",API Input Context,Supporting Specific Data Types,,,,
,https://github.com/pytorch/pytorch/issues/92594,yes,torch.Tensor.addcmul_,2023-01-18T23:25:40Z,2.0.0,,Logical,Others,Jacobian mismatch for output,"GradcheckError: Jacobian mismatch for output 0 with respect to input 0,",API Input Context,Supporting Specific Data Types,,,,
,https://github.com/pytorch/pytorch/issues/112714,yes,torch.nn.functional.log_softmax,2023-11-02T09:43:06Z,2.0.1,,Logical,Inconsistent results,Inconsistent results,Inconsistent results,API Input Context,Modeling Specific Devices,,,,
,https://github.com/pytorch/pytorch/commit/5570a0da0af369768083875a354b70cd72f0ff07,yes,torch.Tensor.mul,2024,2.1.0,,Logical,RuntimeError,Expected a value of type,Torch.compile Error: RuntimeError: aten::_conj() Expected a value of type 'Tensor' for argument 'self' but instead found type 'complex'.,Test Case Context,Modeling Complex Tensor Operations and Layer Interactions,,,,
,https://github.com/pytorch/pytorch/commit/f422027fceb71b1f2f7d940f3ade32ced2ed0ba0,yes,torch.linalg.lstsq,2024,2.1.0,,Logical,RuntimeError,INTERNAL ASSERT FAILED,"RuntimeError: input.size(-2) == other_2d.size(-2) INTERNAL ASSERT FAILED at ""/home/yonghyeon/pytorch/pytorch-asan/aten/src/ATen/native/BatchLinearAlgebra.cpp"":3364, please report a bug to PyTorch.",API Input Context,Supporting Specific Data Types,,,,
,https://github.com/pytorch/pytorch/commit/7dfd2949d74ab3a523a0abc6270cc426cdcf4a00,yes,torch.tensor,2024,2.1.0,,Logical,RuntimeError,INTERNAL ASSERT FAILED,"RuntimeError: false INTERNAL ASSERT FAILED at ""/ansible/pytorch/torch/csrc/lazy/core/hash.h"":139, please report a bug to PyTorch. Unsupported scalar type:UInt16",API Input Context,Modeling Specific Devices,,,,
,https://github.com/pytorch/pytorch/commit/5677128cb892d17fe2281beae9e394fd6f89e455,yes,torch.nn.functional.binary_cross_entropy,2024,2.0.0,,Vulnerability,Others,Fatal Python error: Aborted,LLVM ERROR: Failed to infer result type(s). Fatal Python error: Aborted,API Input Context,Modeling Specific Devices,,,,
,https://github.com/pytorch/pytorch/commit/1866ee6735adb53b8c8fcc46186d74209e8d5496,yes,torch.Tensor.where,2024,2.1.0,,Logical,RuntimeError,INTERNAL ASSERT FAILED,"RuntimeError: !needs_dynamic_casting<func_t>::check(iter) INTERNAL ASSERT FAILED at ""../aten/src/ATen/native/cpu/Loops.h"":310, please report a bug to PyTorch.",API Input Context,Modeling Specific Inputs,,,,
,https://github.com/pytorch/pytorch/commit/6793b9910787c388c156e0dcf630e781af7a17f5,yes,torch.Tensor.all,2024,2.1.0,,Vulnerability,Segmentation fault,stack-overflow on address,1061683==ERROR: AddressSanitizer: stack-overflow on address 0x7ffff14a5d30 (pc 0x7fe8968c37a4 bp 0x7ffff14a6570 sp 0x7ffff14a5d30 T0,API Input Context,Modeling Specific Inputs,,,,
,https://github.com/pytorch/pytorch/commit/6793b9910787c388c156e0dcf630e781af7a17f5,yes,torch.Tensor.any,2024,2.1.0,,Vulnerability,Segmentation fault,stack-overflow on address,1061683==ERROR: AddressSanitizer: stack-overflow on address 0x7ffff14a5d30 (pc 0x7fe8968c37a4 bp 0x7ffff14a6570 sp 0x7ffff14a5d30 T0,API Input Context,Modeling Specific Inputs,,,,
,https://github.com/pytorch/pytorch/commit/4123cca859037b6ac86f83cdb0b6030eac345c6f,yes,torch.nn.Linear,2023,2.1.0,,Logical,RuntimeError,failed to parse the list of possible processors,Error in cpuinfo: failed to parse the list of possible processors in /sys/devices/system/cpu/possible,API Input Context,Modeling Specific Inputs,,,,
,https://github.com/pytorch/pytorch/commit/74dfdc567bd90301e1db0550683c184075bdb4e8,yes,torch.Tensor.erfinv,2023,2.0.0,,Logical,Others,Others,Others,API Input Context,Modeling Specific Inputs,,,,
TitanFuzz,https://github.com/pytorch/pytorch/commit/1becd2c314f45bded8d3fbec91d785e7190b4afe,yes,torch.nn.CTCLoss,2023,2.0.0,,Logical,RuntimeError,Expected tensor to have,"RuntimeError: Expected tensor to have CPU Backend, but got tensor with CUDA Backend (while checking arguments for cudnn_ctc_loss)",API Input Context,Modeling Specific Inputs,,,,
,https://github.com/pytorch/pytorch/commit/85aa3723749e0d06aa5fd34215b9b93529a60995,yes,torch.nn.functional.conv2d,2023,2.0.0,,Logical,BackendCompilerFailed,raised,torch._dynamo.exc.BackendCompilerFailed: backend='inductor' raised: LoweringException: AssertionError:,API Input Context,Modeling Specific Inputs,,,,
,https://github.com/pytorch/pytorch/commit/c77a4a409654dbc0ac4a528c37873b0acb1be32d,yes,torch.Tensor.add,2023,2.0.0,,Logical,RuntimeError,Failed running,"TorchRuntimeError: Failed running call_function <built-in method add of type object at 0x7cda83f9a360>(*(FakeTensor(..., size=(4, 5), dtype=torch.int32), 7), **{'alpha': 3}): Tensor with dtype torch.int64 is not the expected dtype of torch.int32!",API Input Context,Modeling Specific Devices,,,,
,https://github.com/pytorch/pytorch/commit/78f3937ee84e71475942598f4b51dce7c8a70783,no,torch.set_num_threads,2023,2.0.0,,Logical,RuntimeError,Overflow when unpacking long,RuntimeError: Overflow when unpacking long,API Input Context,Large Integer Argument,,,,
,https://github.com/pytorch/pytorch/commit/03da0694b7f414f8124d6a1e377e1a7484e0cfb6,yes,torch.Tensor.sort,2023,2.1.0,,Vulnerability,Buffer Overflow,Out of Bound,Out of Bound Writes,API Input Context,Modeling Specific Inputs,,,,
,https://github.com/pytorch/pytorch/commit/1a361e4e9ff1a8dadd72c7301441cfb83d687f24,yes,torch.nn.LeakyReLU,2023,2.1.0,,Logical,Others,name 'buf0' is not defined,NameError: name 'buf0' is not defined,Test Case Context,Modeling Complex Tensor Operations and Layer Interactions,,,,
,https://github.com/pytorch/pytorch/commit/3b160ecc71eaed3db64cac53ef9089bea876b6d3,yes,torch.nn.AdaptiveMaxPool1d,2023,2.1.0,,Logical,RuntimeError,Expected input to have non-zero size,"RuntimeError: adaptive_max_pool2d(): Expected input to have non-zero size for non-batch dimensions, but input has sizes [0, 1, 1, 0] with dimension 3 being empty",API Input Context,Modeling Specific Inputs,,,,
,https://github.com/pytorch/pytorch/commit/9626604bdd313901524d8e8d0c6c6bef427d82f1,yes,torch.Tensor.squeeze,2023,2.1.0,,Logical,RuntimeError,CUDA kernel errors might be,"RuntimeError: CUDA error: device-side assert triggered CUDA kernel errors might be asynchronously reported at some other API call, so the stacktrace below might be incorrect.",API Input Context,Modeling Specific Inputs,,,,
,https://github.com/pytorch/pytorch/commit/e5b7c7a04fae8c58de30a647d7e879f4ffc9eda2,yes,torch.Tensor.neg,2023,2.1.0,,Logical,Inconsistent results,Inconsistent results,Inconsistent results,API Input Context,Modeling Specific Inputs,,,,
,https://github.com/pytorch/pytorch/commit/563d8058f44d5a6324893b4187b91c4cfb134aa7,yes,torch.nn.MaxPool1d,2023,2.0.0,,Logical,Inconsistent results,Inconsistent results,Inconsistent results,API Input Context,Modeling Specific Inputs,,,,
,https://github.com/pytorch/pytorch/commit/022119879065990ba6b65fbed17e97dc0e79f2f4,yes,torch.nn.LSTM,2023,2.0.0,,Logical,RuntimeError,expected scalar type Long but found Float,RuntimeError: expected scalar type Long but found Float,API Input Context,Modeling Specific Inputs,,,,
,https://github.com/pytorch/pytorch/commit/bb4e9e9124a81859de6ac1ef0c0798643cb9b7a6,yes,torch.cat,2023,2.1.0,,Logical,AssertionError,assert,assert torch.allclose(AssertionError: ,Test Case Context,Modeling Multiple API Usage Pattern,,,,
,https://github.com/pytorch/pytorch/commit/41069f2faa726faa8f9ca633391453d16f346e11,yes,torch.Tensor.split,2023,2.1.0,,Logical,ValueError,add up to the tensor's size in the given dimension,ValueError: Split sizes don't add up to the tensor's size in the given dimension,Test Case Context,Modeling Complex Tensor Operations and Layer Interactions,,,,
,https://github.com/pytorch/pytorch/commit/dbf0db958fa44a92d7685dd0128d76fc58089516,yes,torch.nn.FractionalMaxPool2d,2023,2.0.0,,Logical,RuntimeError,kernel_size must either be a single Int or tuple of Ints,RuntimeError: fractional_max_pool2d: kernel_size must either be a single Int or tuple of Ints,API Input Context,Modeling Specific Inputs,,,,
,https://github.com/pytorch/pytorch/commit/a8429342df25531f39f2b16a934a082566d44da1,yes,torch.tensor,2023,2.0.0,,Logical,Inconsistent results,Inconsistent results,Inconsistent results,API Input Context,Modeling Specific Inputs,,,,
,https://github.com/pytorch/pytorch/commit/9c7b03d51e097c40abdb9ef55ce79b98d7f1fd48,yes,torch.is_floating_point,2023,2.0.0,,Logical,IndexError,list index out of range,IndexError: list index out of range,API Input Context,Large Input Tensor,,,,
,https://github.com/pytorch/pytorch/commit/c757647dd8c198fbcca4d4e6c7cba6f1d12b97e6,yes,torch.nn.TransformerEncoderLayer,2023,2.0.0,,Logical,Others,Others,Others,Test Case Context,Comparing the Output of Two API Calls,,,,
,https://github.com/pytorch/pytorch/commit/29b216acd5f8db0968e0de85b4515fce215598ed,yes,torch.nn.functional.embedding_bag,2023,2.0.0,,Logical,Others,error,Others,Test Case Context,Modeling Complex Tensor Operations and Layer Interactions,,,,
,https://github.com/pytorch/pytorch/commit/92f3feabaa919767229c51adc76e2f7ff2d74ad0,yes,torch.Tensor.var,2023,2.0.0,,Logical,RuntimeError,returned an invalid gradient at index,"RuntimeError: Function VarBackward0 returned an invalid gradient at index 0 - got [] but expected shape compatible with [1, 1]",Test Case Context,Modeling Multiple API Usage Pattern,,,,
,https://github.com/pytorch/pytorch/commit/db6cfff827158c3f22a6707aed35d2013ec2d994,yes,torch.Tensor.index_select,2023,2.0.0,,Vulnerability,Buffer Overflow,heap-buffer-overflow on address,100125==ERROR: AddressSanitizer: heap-buffer-overflow on address 0x609000000284 at pc 0x7fb6f1b2e155 bp 0x7fff89752850 sp 0x7fff89752848 WRITE of size 4 at 0x609000000284 thread T0,API Input Context,Empty Input Tensor,,,,
,https://github.com/pytorch/pytorch/commit/795473ff5e861f21c6b5e0611177fcfa9e1c4e0c,yes,torch.nn.functional.conv2d,2022,2.1.0,,Logical,RuntimeError,on tensor with symbolic,RuntimeError: Cannot call sizes() on tensor with symbolic sizes/strides,API Input Context,Modeling Specific Inputs,,,,
,https://github.com/pytorch/pytorch/commit/b019a416741c1a78ebed89516c1f9fdbfb276898,yes,torch.nn.Conv2d,2022,2.0.0,,Logical,Inconsistent results,or a supported raw thrift client if you cannot use ServiceRouter,Inconsistent results,Test Case Context,Modeling Multiple API Usage Pattern,,,,
,https://github.com/pytorch/pytorch/commit/1a845579b67f522e22d899126c92672f46f6a7b9,yes,torch.rand,2022,2.1.0,,Logical,Inconsistent results,object is not subscriptable,"/home/xxx/.local/lib/python3.7/site-packages/torch/onnx/utils.py:366: UserWarning: Skipping _decide_input_format
 'NoneType' object is not subscriptable
  warnings.warn(""Skipping _decide_input_format\n {}"".format(e.args[0]))
PyTorch Output DTypes: (torch.float64, torch.float32)
ONNX Output DTypes: ('onnx.TensorProto.FLOAT', 'onnx.TensorProto.FLOAT')",API Input Context,Modeling Specific Inputs,,,,
,https://github.com/pytorch/pytorch/commit/4a0f6e6c530b624bb5a4fbcaebe3fd43b1ff66c3,yes,torch.nn.GroupNorm,2022,2.1.0,,Logical,RuntimeError,Expected number of channels,"RuntimeError: Expected number of channels in input to be divisible by num_groups, but got input of shape [1, 6, 4, 4] and num_groups=5",API Input Context,Modeling Specific Inputs,,,,
,https://github.com/pytorch/pytorch/commit/75db05c3fdb6f3b6682dab1532cd6e1e5b423527,yes,torch.set_default_dtype,2022,2.0.0,,Vulnerability,Segmentation fault,Segmentation fault,segmentation fault,API Input Context,Supporting Specific Data Types,,,,
,https://github.com/pytorch/pytorch/commit/b69155f754bb077acf0dc3e32251f0352234ed5c,yes,torch.save,2021,2.0.0,,Logical,RuntimeError,Trying to resize storage that is not resizable,RuntimeError: Trying to resize storage that is not resizable at ../aten/src/TH/THStorageFunctions.cpp:100,Test Case Context,Modeling Multiple API Usage Pattern,,,,
,https://github.com/pytorch/pytorch/commit/79dc500a992b7d6f8eba96bc28ff856f2ea9e10d,yes,torch.nn.GRU,2021,2.1.0,,Logical,RuntimeError,stack expects a non-empty TensorList,RuntimeError: stack expects a non-empty TensorList,API Input Context,Zero Integer Argument,,,,
,https://github.com/pytorch/pytorch/commit/f0f69c5dc104b2a433d582c5e8a71812b1a2ff6f,yes,torch.Tensor.where,2021,2.1.0,,Logical,RuntimeError,Expected condition to have ScalarType Byte,"RuntimeError: Expected condition to have ScalarType Byte, but got ScalarType Float",API Input Context,Modeling Specific Inputs,,,,
,https://github.com/pytorch/pytorch/commit/6c235ef267c350225b7ca3f0caedb1a05c9df9ec,yes,torch.normal,2021,2.0.0,,Logical,RuntimeError,but found std,"RuntimeError: normal_ expects std > 0.0, but found std=-1",API Input Context,Negative Integer Argument,,,,
,https://github.com/pytorch/pytorch/commit/c675727adf36bdbb60933c9c7529d3ee34462093,yes,torch.empty,2020,2.0.0,,Logical,TypeError,must be tuple of ints,"TypeError: empty(): argument 'size' must be tuple of ints, but found element of type int at pos 1",API Input Context,Large Integer Argument,,,,
